ID,가격
TEST_03443,21.97
TEST_03444,73.97
TEST_03445,51.87
TEST_03446,37.7
TEST_03447,106.86
TEST_03448,27.3
TEST_03449,20.41
TEST_03450,46.54
TEST_03451,28.47
TEST_03452,14.17
TEST_03453,44.72
TEST_03454,119.47
TEST_03455,64.87
TEST_03456,16.64
TEST_03457,63.05
TEST_03458,37.05
TEST_03459,18.07
TEST_03460,28.47
TEST_03461,106.6
TEST_03462,59.67
TEST_03463,81.39
TEST_03464,27.17
TEST_03465,34.45
TEST_03466,53.3
TEST_03467,31.07
TEST_03468,7.54
TEST_03469,86.71
TEST_03470,76.57
TEST_03471,82.94
TEST_03472,98.67
TEST_03473,11.7
TEST_03474,9.75
TEST_03475,40.17
TEST_03476,66.3
TEST_03477,90.87
TEST_03478,116.87
TEST_03479,30.55
TEST_03480,129.87
TEST_03481,102.57
TEST_03482,58.5
TEST_03483,31.07
TEST_03484,119.47
TEST_03485,63.31
TEST_03486,108.81
TEST_03487,18.07
TEST_03488,72.67
TEST_03489,15.6
TEST_03490,39.0
TEST_03491,154.7
TEST_03492,64.87
TEST_03493,51.87
TEST_03494,35.1
TEST_03495,18.07
TEST_03496,31.07
TEST_03497,140.27
TEST_03498,99.71
TEST_03499,20.67
TEST_03500,37.67
TEST_03501,28.47
TEST_03502,136.37
TEST_03503,25.26
TEST_03504,21.97
TEST_03505,33.8
TEST_03506,77.42
TEST_03507,43.94
TEST_03508,24.05
TEST_03509,155.87
TEST_03510,75.39
TEST_03511,23.4
TEST_03512,38.87
TEST_03513,124.67
TEST_03514,76.18
TEST_03515,35.1
TEST_03516,73.97
TEST_03517,59.81
TEST_03518,44.85
TEST_03519,50.57
TEST_03520,55.64
TEST_03521,23.27
TEST_03522,31.07
TEST_03523,22.62
TEST_03524,71.37
TEST_03525,15.47
TEST_03526,5.46
TEST_03527,28.6
TEST_03528,10.66
TEST_03529,28.21
TEST_03530,28.47
TEST_03531,24.57
TEST_03532,59.67
TEST_03533,14.3
TEST_03534,96.07
TEST_03535,70.07
TEST_03536,25.61
TEST_03537,23.27
TEST_03538,20.67
TEST_03539,28.47
TEST_03540,54.47
TEST_03541,29.77
TEST_03542,81.25
TEST_03543,23.39
TEST_03544,20.15
TEST_03545,15.34
TEST_03546,20.67
TEST_03547,97.37
TEST_03548,38.74
TEST_03549,31.98
TEST_03550,101.39
TEST_03551,71.5
TEST_03552,7.67
TEST_03553,48.1
TEST_03554,16.9
TEST_03555,21.84
TEST_03556,62.27
TEST_03557,119.6
TEST_03558,31.85
TEST_03559,25.87
TEST_03560,16.25
TEST_03561,23.01
TEST_03562,52.65
TEST_03563,12.87
TEST_03564,20.28
TEST_03565,60.97
TEST_03566,55.77
TEST_03567,34.45
TEST_03568,20.02
TEST_03569,115.57
TEST_03570,116.87
TEST_03571,18.85
TEST_03572,24.05
TEST_03573,23.4
TEST_03574,19.37
TEST_03575,11.57
TEST_03576,25.87
TEST_03577,97.37
TEST_03578,58.5
TEST_03579,34.97
TEST_03580,64.87
TEST_03581,56.94
TEST_03582,55.77
TEST_03583,46.67
TEST_03584,155.87
TEST_03585,99.14
TEST_03586,28.6
TEST_03587,46.8
TEST_03588,14.17
TEST_03589,116.87
TEST_03590,49.27
TEST_03591,19.11
TEST_03592,84.37
TEST_03593,32.36
TEST_03594,71.37
TEST_03595,13.65
TEST_03596,142.87
TEST_03597,24.57
TEST_03598,86.97
TEST_03599,101.27
TEST_03600,50.57
TEST_03601,26.78
TEST_03602,147.91
TEST_03603,13.52
TEST_03604,71.37
TEST_03605,64.86
TEST_03606,110.49
TEST_03607,124.15
TEST_03608,156.0
TEST_03609,126.53333333333335
TEST_03610,12.87
TEST_03611,40.3
TEST_03612,27.3
TEST_03613,15.47
TEST_03614,11.31
TEST_03615,116.87
TEST_03616,10.27
TEST_03617,19.37
TEST_03618,25.35
TEST_03619,23.27
TEST_03620,16.77
TEST_03621,66.17
TEST_03622,44.07
TEST_03623,63.57
TEST_03624,21.97
TEST_03625,11.05
TEST_03626,42.25
TEST_03627,102.57
TEST_03628,53.3
TEST_03629,146.77
TEST_03630,12.22
TEST_03631,16.51
TEST_03632,132.8166666666667
TEST_03633,50.7
TEST_03634,23.27
TEST_03635,33.67
TEST_03636,16.77
TEST_03637,101.4
TEST_03638,129.87
TEST_03639,12.87
TEST_03640,19.37
TEST_03641,36.27
TEST_03642,59.67
TEST_03643,62.14
TEST_03644,128.55
TEST_03645,51.35
TEST_03646,35.62
TEST_03647,33.8
TEST_03648,75.27
TEST_03649,26.65
TEST_03650,137.16
TEST_03651,141.05
TEST_03652,83.07
TEST_03653,86.53000000000002
TEST_03654,41.47
TEST_03655,24.18
TEST_03656,122.37333333333333
TEST_03657,15.47
TEST_03658,71.37
TEST_03659,18.07
TEST_03660,52.0
TEST_03661,58.5
TEST_03662,15.47
TEST_03663,38.94
TEST_03664,13.65
TEST_03665,15.47
TEST_03666,15.47
TEST_03667,120.9
TEST_03668,42.77
TEST_03669,90.87
TEST_03670,32.37
TEST_03671,51.97
TEST_03672,66.3
TEST_03673,43.81
TEST_03674,31.85
TEST_03675,18.59
TEST_03676,53.17
TEST_03677,18.07
TEST_03678,44.07
TEST_03679,18.84
TEST_03680,97.37
TEST_03681,88.27
TEST_03682,84.5
TEST_03683,23.92
TEST_03684,18.85
TEST_03685,46.67
TEST_03686,64.74
TEST_03687,25.87
TEST_03688,15.34
TEST_03689,46.669999999999995
TEST_03690,18.07
TEST_03691,20.67
TEST_03692,73.55
TEST_03693,16.77
TEST_03694,125.45
TEST_03695,16.77
TEST_03696,34.97
TEST_03697,48.1
TEST_03698,23.4
TEST_03699,20.67
TEST_03700,23.4
TEST_03701,18.07
TEST_03702,59.15
TEST_03703,124.67
TEST_03704,91.0
TEST_03705,38.87
TEST_03706,53.95
TEST_03707,20.67
TEST_03708,99.97
TEST_03709,115.57
TEST_03710,47.84
TEST_03711,34.97
TEST_03712,15.47
TEST_03713,23.27
TEST_03714,51.94
TEST_03715,16.77
TEST_03716,102.57
TEST_03717,43.42
TEST_03718,77.87
TEST_03719,81.9
TEST_03720,29.9
TEST_03721,26.0
TEST_03722,61.75
TEST_03723,48.1
TEST_03724,15.47
TEST_03725,44.07
TEST_03726,20.15
TEST_03727,51.87
TEST_03728,44.07
TEST_03729,23.27
TEST_03730,19.37
TEST_03731,48.1
TEST_03732,53.17
TEST_03733,60.84
TEST_03734,77.74
TEST_03735,15.47
TEST_03736,14.82
TEST_03737,20.15
TEST_03738,116.87
TEST_03739,129.99
TEST_03740,46.669999999999995
TEST_03741,24.570000000000004
TEST_03742,90.87
TEST_03743,71.37
TEST_03744,25.35
TEST_03745,18.07
TEST_03746,23.4
TEST_03747,100.1
TEST_03748,20.67
TEST_03749,45.5
TEST_03750,33.67
TEST_03751,33.15
TEST_03752,57.07
TEST_03753,84.37
TEST_03754,70.07
TEST_03755,25.35
TEST_03756,74.1
TEST_03757,54.6
TEST_03758,27.95
TEST_03759,112.97
TEST_03760,62.4
TEST_03761,20.8
TEST_03762,23.01
TEST_03763,36.27
TEST_03764,58.35
TEST_03765,14.17
TEST_03766,63.57
TEST_03767,103.74
TEST_03768,63.57
TEST_03769,23.14
TEST_03770,21.97
TEST_03771,7.67
TEST_03772,21.32
TEST_03773,15.47
TEST_03774,99.97
TEST_03775,55.25
TEST_03776,36.27
TEST_03777,88.27
TEST_03778,85.67
TEST_03779,25.87
TEST_03780,33.67
TEST_03781,25.35
TEST_03782,71.5
TEST_03783,21.97
TEST_03784,31.85
TEST_03785,64.35
TEST_03786,111.67
TEST_03787,43.55
TEST_03788,33.67
TEST_03789,16.77
TEST_03790,64.74
TEST_03791,29.9
TEST_03792,30.55
TEST_03793,75.4
TEST_03794,36.4
TEST_03795,69.55
TEST_03796,34.84
TEST_03797,25.74
TEST_03798,29.84
TEST_03799,20.67
TEST_03800,88.4
TEST_03801,26.78
TEST_03802,37.57
TEST_03803,123.37
TEST_03804,45.5
TEST_03805,30.81
TEST_03806,13.0
TEST_03807,25.35
TEST_03808,63.44
TEST_03809,29.77
TEST_03810,11.57
TEST_03811,17.55
TEST_03812,29.9
TEST_03813,36.34
TEST_03814,5.46
TEST_03815,17.55
TEST_03816,97.37
TEST_03817,31.07
TEST_03818,122.07
TEST_03819,137.67
TEST_03820,50.7
TEST_03821,110.37
TEST_03822,37.57
TEST_03823,57.07
TEST_03824,75.33
TEST_03825,34.97
TEST_03826,57.2
TEST_03827,83.07
TEST_03828,25.35
TEST_03829,40.3
TEST_03830,16.9
TEST_03831,21.67
TEST_03832,154.7
TEST_03833,50.05
TEST_03834,28.47
TEST_03835,42.77
TEST_03836,9.75
TEST_03837,24.57
TEST_03838,49.39
TEST_03839,15.47
TEST_03840,109.07
TEST_03841,21.97
TEST_03842,65.65
TEST_03843,96.2
TEST_03844,64.87
TEST_03845,10.01
TEST_03846,44.85
TEST_03847,12.09
TEST_03848,40.95
TEST_03849,94.77
TEST_03850,16.77
TEST_03851,84.37
TEST_03852,31.07
TEST_03853,9.51
TEST_03854,16.25
TEST_03855,61.75
TEST_03856,24.31
TEST_03857,19.5
TEST_03858,96.2
TEST_03859,49.27
TEST_03860,4.16
TEST_03861,20.67
TEST_03862,41.47
TEST_03863,71.37
TEST_03864,74.88
TEST_03865,47.84
TEST_03866,14.95
TEST_03867,71.37
TEST_03868,7.67
TEST_03869,43.94
TEST_03870,80.47
TEST_03871,38.74
TEST_03872,72.8
TEST_03873,11.96
TEST_03874,11.05
TEST_03875,123.37
TEST_03876,38.09
TEST_03877,28.47
TEST_03878,33.67
TEST_03879,82.55
TEST_03880,19.37
TEST_03881,11.57
TEST_03882,107.77
TEST_03883,62.4
TEST_03884,22.04
TEST_03885,12.22
TEST_03886,35.75
TEST_03887,21.97
TEST_03888,63.44
TEST_03889,71.37
TEST_03890,15.47
TEST_03891,68.25
TEST_03892,46.67
TEST_03893,11.31
TEST_03894,107.77
TEST_03895,9.75
TEST_03896,29.77
TEST_03897,99.97
TEST_03898,63.05
TEST_03899,13.65
TEST_03900,82.81
TEST_03901,17.55
TEST_03902,129.87
TEST_03903,81.77
TEST_03904,46.8
TEST_03905,24.7
TEST_03906,16.25
TEST_03907,102.57
TEST_03908,8.84
TEST_03909,20.8
TEST_03910,29.77
TEST_03911,51.87
TEST_03912,26.65
TEST_03913,62.27
TEST_03914,24.57
TEST_03915,99.97
TEST_03916,72.67
TEST_03917,59.67
TEST_03918,76.05
TEST_03919,11.05
TEST_03920,122.07
TEST_03921,47.84
TEST_03922,129.74
TEST_03923,148.55
TEST_03924,73.32
TEST_03925,129.87
TEST_03926,58.5
TEST_03927,26.0
TEST_03928,11.7
TEST_03929,73.84
TEST_03930,9.75
TEST_03931,83.07
TEST_03932,41.34
TEST_03933,54.6
TEST_03934,34.06
TEST_03935,31.07
TEST_03936,33.8
TEST_03937,94.77
TEST_03938,29.77
TEST_03939,31.2
TEST_03940,111.67
TEST_03941,9.1
TEST_03942,49.27
TEST_03943,24.57
TEST_03944,12.87
TEST_03945,64.87
TEST_03946,66.17
TEST_03947,75.27
TEST_03948,4.55
TEST_03949,25.09
TEST_03950,62.27
TEST_03951,14.56
TEST_03952,123.5
TEST_03953,155.87
TEST_03954,110.76
TEST_03955,112.97
TEST_03956,83.07
TEST_03957,40.95
TEST_03958,64.87
TEST_03959,32.11
TEST_03960,81.77
TEST_03961,70.85
TEST_03962,70.07
TEST_03963,9.36
TEST_03964,15.99
TEST_03965,41.6
TEST_03966,115.7
TEST_03967,93.6
TEST_03968,57.07
TEST_03969,122.72
TEST_03970,6.5
TEST_03971,22.09
TEST_03972,40.17
TEST_03973,20.15
TEST_03974,106.47
TEST_03975,76.57
TEST_03976,12.87
TEST_03977,37.7
TEST_03978,51.74
TEST_03979,38.87
TEST_03980,103.87
TEST_03981,107.77
TEST_03982,20.67
TEST_03983,61.1
TEST_03984,77.87
TEST_03985,64.87
TEST_03986,38.74
TEST_03987,81.9
TEST_03988,18.2
TEST_03989,34.97
TEST_03990,23.4
TEST_03991,37.57
TEST_03992,74.1
TEST_03993,49.269999999999996
TEST_03994,23.27
TEST_03995,19.37
TEST_03996,75.14
TEST_03997,27.17
TEST_03998,43.55
TEST_03999,25.87
TEST_04000,126.62
TEST_04001,77.35
TEST_04002,64.87
TEST_04003,63.57
TEST_04004,16.25
TEST_04005,8.52
TEST_04006,29.77
TEST_04007,47.97
TEST_04008,11.7
TEST_04009,92.3
TEST_04010,19.37
TEST_04011,38.87
TEST_04012,19.5
TEST_04013,35.1
TEST_04014,116.87
TEST_04015,31.85
TEST_04016,49.14
TEST_04017,50.57
TEST_04018,19.37
TEST_04019,23.27
TEST_04020,123.37
TEST_04021,63.7
TEST_04022,67.47
TEST_04023,6.5
TEST_04024,13.0
TEST_04025,68.51
TEST_04026,125.97
TEST_04027,79.17
TEST_04028,154.7
TEST_04029,20.67
TEST_04030,24.57
TEST_04031,25.87
TEST_04032,20.67
TEST_04033,122.07
TEST_04034,27.17
TEST_04035,31.07
TEST_04036,23.27
TEST_04037,31.07
TEST_04038,29.25
TEST_04039,38.87
TEST_04040,55.38
TEST_04041,90.97
TEST_04042,20.15
TEST_04043,5.98
TEST_04044,32.37
TEST_04045,16.77
TEST_04046,51.87
TEST_04047,102.05
TEST_04048,20.67
TEST_04049,107.38
TEST_04050,53.17
TEST_04051,77.74
TEST_04052,19.37
TEST_04053,33.67
TEST_04054,74.1
TEST_04055,46.73
TEST_04056,20.02
TEST_04057,97.37
TEST_04058,21.45
TEST_04059,24.7
TEST_04060,79.04
TEST_04061,41.47
TEST_04062,31.07
TEST_04063,145.6
TEST_04064,40.95
TEST_04065,33.15
TEST_04066,18.07
TEST_04067,55.77
TEST_04068,41.6
TEST_04069,46.67
TEST_04070,36.4
TEST_04071,13.65
TEST_04072,12.87
TEST_04073,18.07
TEST_04074,19.37
TEST_04075,75.27
TEST_04076,27.3
TEST_04077,57.07
TEST_04078,13.65
TEST_04079,28.47
TEST_04080,81.9
TEST_04081,59.67
TEST_04082,38.22
TEST_04083,37.57
TEST_04084,32.37
TEST_04085,35.1
TEST_04086,13.26
TEST_04087,66.3
TEST_04088,31.2
TEST_04089,90.87
TEST_04090,10.66
TEST_04091,42.9
TEST_04092,24.57
TEST_04093,45.5
TEST_04094,130.13
TEST_04095,23.27
TEST_04096,32.5
TEST_04097,22.62
TEST_04098,33.58
TEST_04099,41.47
TEST_04100,10.27
TEST_04101,42.89
TEST_04102,21.97
TEST_04103,110.37
TEST_04104,18.07
TEST_04105,20.67
TEST_04106,83.07
TEST_04107,55.77
TEST_04108,21.84
TEST_04109,96.19
TEST_04110,32.37
TEST_04111,7.8
TEST_04112,6.89
TEST_04113,20.67
TEST_04114,17.55
TEST_04115,25.22
TEST_04116,9.75
TEST_04117,47.58
TEST_04118,150.67
TEST_04119,13.0
TEST_04120,123.49
TEST_04121,123.5
TEST_04122,116.87
TEST_04123,21.97
TEST_04124,93.47
TEST_04125,19.24
TEST_04126,20.21
TEST_04127,15.47
TEST_04128,13.65
TEST_04129,101.27
TEST_04130,75.14
TEST_04131,20.67
TEST_04132,20.54
TEST_04133,28.89
TEST_04134,137.8
TEST_04135,77.87
TEST_04136,12.87
TEST_04137,106.46
TEST_04138,37.44
TEST_04139,85.67
TEST_04140,34.71
TEST_04141,87.75
TEST_04142,56.62
TEST_04143,27.17
TEST_04144,14.17
TEST_04145,116.89
TEST_04146,85.67
TEST_04147,24.05
TEST_04148,55.12
TEST_04149,14.17
TEST_04150,77.48
TEST_04151,58.37
TEST_04152,5.33
TEST_04153,32.48
TEST_04154,29.77
TEST_04155,37.57
TEST_04156,28.47
TEST_04157,136.37
TEST_04158,37.57
TEST_04159,7.15
TEST_04160,6.49
TEST_04161,21.32
TEST_04162,58.5
TEST_04163,10.14
TEST_04164,123.31
TEST_04165,23.27
TEST_04166,34.97
TEST_04167,115.7
TEST_04168,29.25
TEST_04169,51.87
TEST_04170,25.87
TEST_04171,55.64
TEST_04172,109.85
TEST_04173,32.5
TEST_04174,20.67
TEST_04175,71.5
TEST_04176,7.15
TEST_04177,33.15
TEST_04178,24.57
TEST_04179,116.99
TEST_04180,61.1
TEST_04181,70.2
TEST_04182,100.1
TEST_04183,51.74
TEST_04184,49.14
TEST_04185,31.2
TEST_04186,57.2
TEST_04187,24.57
TEST_04188,28.73
TEST_04189,28.34
TEST_04190,57.07
TEST_04191,20.15
TEST_04192,37.57
TEST_04193,75.27
TEST_04194,153.655
TEST_04195,130.0
TEST_04196,153.27
TEST_04197,20.15
TEST_04198,60.97
TEST_04199,27.17
TEST_04200,90.87
TEST_04201,66.04
TEST_04202,65.0
TEST_04203,43.42
TEST_04204,47.97
TEST_04205,25.87
TEST_04206,16.25
TEST_04207,33.8
TEST_04208,63.7
TEST_04209,24.18
TEST_04210,61.1
TEST_04211,14.29
TEST_04212,60.97
TEST_04213,153.57
TEST_04214,40.17
TEST_04215,40.95
TEST_04216,71.5
TEST_04217,85.67
TEST_04218,60.84
TEST_04219,29.25
TEST_04220,115.255
TEST_04221,90.26
TEST_04222,14.95
TEST_04223,10.4
TEST_04224,102.05
TEST_04225,63.05
TEST_04226,45.37
TEST_04227,40.3
TEST_04228,28.47
TEST_04229,92.17
TEST_04230,94.9
TEST_04231,50.05
TEST_04232,58.5
TEST_04233,21.97
TEST_04234,4.81
TEST_04235,38.87
TEST_04236,55.77
TEST_04237,149.37
TEST_04238,73.97
TEST_04239,100.1
TEST_04240,121.55
TEST_04241,77.87
TEST_04242,7.8
TEST_04243,19.5
TEST_04244,44.07
TEST_04245,129.35
TEST_04246,77.87
TEST_04247,114.27
TEST_04248,93.47
TEST_04249,77.09
TEST_04250,25.87
TEST_04251,125.45
TEST_04252,37.57
TEST_04253,13.91
TEST_04254,123.37
TEST_04255,20.67
TEST_04256,36.27
TEST_04257,13.0
TEST_04258,19.37
TEST_04259,11.05
TEST_04260,85.8
TEST_04261,5.33
TEST_04262,49.27
TEST_04263,51.87
TEST_04264,83.85
TEST_04265,38.87
TEST_04266,33.15
TEST_04267,106.6
TEST_04268,58.37
TEST_04269,21.97
TEST_04270,29.9
TEST_04271,116.74
TEST_04272,127.4
TEST_04273,19.37
TEST_04274,51.87
TEST_04275,61.1
TEST_04276,86.97
TEST_04277,76.57
TEST_04278,29.25
TEST_04279,7.67
TEST_04280,103.87
TEST_04281,13.52
TEST_04282,122.07
TEST_04283,115.57
TEST_04284,36.27
TEST_04285,110.37
TEST_04286,19.89
TEST_04287,51.35
TEST_04288,36.27
TEST_04289,33.15
TEST_04290,129.87
TEST_04291,108.94
TEST_04292,63.44
TEST_04293,17.94
TEST_04294,47.97
TEST_04295,86.97
TEST_04296,23.27
TEST_04297,48.1
TEST_04298,1.62
TEST_04299,13.0
TEST_04300,80.47
TEST_04301,42.12
TEST_04302,20.73
TEST_04303,97.5
TEST_04304,47.45
TEST_04305,24.7
TEST_04306,24.64
TEST_04307,63.57
TEST_04308,28.47
TEST_04309,44.07
TEST_04310,27.3
TEST_04311,38.87
TEST_04312,32.49
TEST_04313,128.31
TEST_04314,41.6
TEST_04315,32.89
TEST_04316,35.75
TEST_04317,85.8
TEST_04318,9.1
TEST_04319,41.47
TEST_04320,13.91
TEST_04321,21.71
TEST_04322,45.5
TEST_04323,11.05
TEST_04324,38.87
TEST_04325,47.97
TEST_04326,32.5
TEST_04327,25.74
TEST_04328,51.87
TEST_04329,9.1
TEST_04330,153.27
TEST_04331,10.27
TEST_04332,47.45
TEST_04333,36.27
TEST_04334,100.1
TEST_04335,129.87
TEST_04336,29.9
TEST_04337,20.15
TEST_04338,63.57
TEST_04339,8.58
TEST_04340,33.15
TEST_04341,31.07
TEST_04342,123.5
TEST_04343,32.37
TEST_04344,77.87
TEST_04345,51.87
TEST_04346,136.5
TEST_04347,97.37
TEST_04348,32.37
TEST_04349,84.5
TEST_04350,101.27
TEST_04351,64.87
TEST_04352,79.95
TEST_04353,25.87
TEST_04354,128.7
TEST_04355,51.87
TEST_04356,149.37
TEST_04357,46.8
TEST_04358,35.1
TEST_04359,51.22
TEST_04360,33.67
TEST_04361,78.0
TEST_04362,64.87
TEST_04363,20.67
TEST_04364,71.5
TEST_04365,20.15
TEST_04366,86.84
TEST_04367,35.75
TEST_04368,14.69
TEST_04369,6.5
TEST_04370,18.59
TEST_04371,16.9
TEST_04372,7.93
TEST_04373,62.27
TEST_04374,38.35
TEST_04375,127.27
TEST_04376,24.57
TEST_04377,33.41
TEST_04378,98.8
TEST_04379,61.1
TEST_04380,17.55
TEST_04381,35.1
TEST_04382,129.87
TEST_04383,93.6
TEST_04384,49.27
TEST_04385,97.24
TEST_04386,47.97
TEST_04387,44.07
TEST_04388,29.25
TEST_04389,90.285
TEST_04390,16.51
TEST_04391,73.45
TEST_04392,26.65
TEST_04393,29.77
TEST_04394,17.55
TEST_04395,36.01
TEST_04396,58.37
TEST_04397,25.87
TEST_04398,29.77
TEST_04399,59.8
TEST_04400,33.15
TEST_04401,17.55
TEST_04402,116.74
TEST_04403,23.79
TEST_04404,16.77
TEST_04405,34.45
TEST_04406,21.97
TEST_04407,61.1
TEST_04408,68.77
TEST_04409,60.97
TEST_04410,11.05
TEST_04411,34.97
TEST_04412,21.45
TEST_04413,63.57
TEST_04414,23.01
TEST_04415,12.35
TEST_04416,49.27
TEST_04417,12.87
TEST_04418,65.0
TEST_04419,27.3
TEST_04420,21.71
TEST_04421,43.55
TEST_04422,36.27
TEST_04423,31.07
TEST_04424,11.05
TEST_04425,69.55
TEST_04426,4.81
TEST_04427,49.27
TEST_04428,22.75
TEST_04429,40.95
TEST_04430,18.85
TEST_04431,38.87
TEST_04432,23.01
TEST_04433,10.01
TEST_04434,16.64
TEST_04435,27.04
TEST_04436,83.07
TEST_04437,16.77
TEST_04438,41.53
TEST_04439,86.84
TEST_04440,57.98
TEST_04441,34.97
TEST_04442,26.0
TEST_04443,38.35
TEST_04444,112.58
TEST_04445,5.85
TEST_04446,32.5
TEST_04447,36.27
TEST_04448,73.97
TEST_04449,25.35
TEST_04450,9.75
TEST_04451,66.17
TEST_04452,32.37
TEST_04453,99.97
TEST_04454,85.67
TEST_04455,24.57
TEST_04456,90.87
TEST_04457,85.67
TEST_04458,34.97
TEST_04459,64.87
TEST_04460,41.47
TEST_04461,24.64
TEST_04462,15.47
TEST_04463,18.85
TEST_04464,33.15
TEST_04465,18.2
TEST_04466,21.97
TEST_04467,23.34
TEST_04468,29.77
TEST_04469,12.79
TEST_04470,132.47
TEST_04471,20.8
TEST_04472,18.2
TEST_04473,31.07
TEST_04474,52.65
TEST_04475,14.17
TEST_04476,44.07
TEST_04477,142.87
TEST_04478,8.84
TEST_04479,27.17
TEST_04480,13.0
TEST_04481,5.07
TEST_04482,38.87
TEST_04483,23.27
TEST_04484,51.87
TEST_04485,21.97
TEST_04486,86.97
TEST_04487,57.2
TEST_04488,34.97
TEST_04489,128.7
TEST_04490,14.04
TEST_04491,36.27
TEST_04492,43.55
TEST_04493,114.75
TEST_04494,92.3
TEST_04495,20.67
TEST_04496,29.25
TEST_04497,29.77
TEST_04498,15.47
TEST_04499,75.27
TEST_04500,44.07
TEST_04501,104.0
TEST_04502,20.67
TEST_04503,90.87
TEST_04504,6.63
TEST_04505,122.2
TEST_04506,129.87
TEST_04507,49.27
TEST_04508,11.57
TEST_04509,97.5
TEST_04510,21.97
TEST_04511,65.0
TEST_04512,26.91
TEST_04513,90.87
TEST_04514,15.47
TEST_04515,123.37
TEST_04516,32.37
TEST_04517,141.57
TEST_04518,18.07
TEST_04519,103.87
TEST_04520,90.87
TEST_04521,55.77
TEST_04522,38.87
TEST_04523,36.14
TEST_04524,26.65
TEST_04525,76.7
TEST_04526,112.97
TEST_04527,16.77
TEST_04528,36.27
TEST_04529,21.97
TEST_04530,41.6
TEST_04531,35.1
TEST_04532,48.09
TEST_04533,15.47
TEST_04534,24.05
TEST_04535,85.67
TEST_04536,16.25
TEST_04537,136.5
TEST_04538,49.27
TEST_04539,101.4
TEST_04540,30.55
TEST_04541,64.87
TEST_04542,75.14
TEST_04543,18.2
TEST_04544,40.17
TEST_04545,73.97
TEST_04546,11.96
TEST_04547,12.03
TEST_04548,24.7
TEST_04549,84.21
TEST_04550,53.17
TEST_04551,25.99
TEST_04552,63.57
TEST_04553,24.05
TEST_04554,75.4
TEST_04555,48.75
TEST_04556,97.37
TEST_04557,46.54
TEST_04558,16.77
TEST_04559,21.97
TEST_04560,58.76
TEST_04561,28.6
TEST_04562,103.35
TEST_04563,156.0
TEST_04564,49.27
TEST_04565,120.38
TEST_04566,137.67
TEST_04567,29.77
TEST_04568,87.1
TEST_04569,31.07
TEST_04570,23.27
TEST_04571,26.65
TEST_04572,89.57
TEST_04573,14.3
TEST_04574,15.99
TEST_04575,52.0
TEST_04576,21.45
TEST_04577,16.77
TEST_04578,57.85
TEST_04579,29.77
TEST_04580,27.3
TEST_04581,29.12
TEST_04582,81.64
TEST_04583,123.11000000000001
TEST_04584,12.74
TEST_04585,16.77
TEST_04586,118.17
TEST_04587,39.0
TEST_04588,71.37
TEST_04589,31.85
TEST_04590,31.07
TEST_04591,62.79
TEST_04592,24.05
TEST_04593,100.19800000000001
TEST_04594,59.67
TEST_04595,96.07
TEST_04596,129.87
TEST_04597,33.67
TEST_04598,20.54
TEST_04599,59.67
TEST_04600,59.67
TEST_04601,71.24
TEST_04602,123.11000000000001
TEST_04603,74.75
TEST_04604,16.77
TEST_04605,142.74
TEST_04606,38.87
TEST_04607,51.22
TEST_04608,64.87
TEST_04609,77.87
TEST_04610,16.25
TEST_04611,146.77
TEST_04612,30.29
TEST_04613,55.77
TEST_04614,10.27
TEST_04615,45.5
TEST_04616,83.07
TEST_04617,63.57
TEST_04618,47.97
TEST_04619,128.7
TEST_04620,23.27
TEST_04621,24.7
TEST_04622,42.77
TEST_04623,151.97
TEST_04624,71.74000000000001
TEST_04625,42.64
TEST_04626,37.57
TEST_04627,30.81
TEST_04628,77.35
TEST_04629,27.3
TEST_04630,19.49
TEST_04631,114.4
TEST_04632,36.27
TEST_04633,34.97
TEST_04634,99.97
TEST_04635,52.0
TEST_04636,138.97
TEST_04637,123.37
TEST_04638,85.67
TEST_04639,40.17
TEST_04640,18.07
TEST_04641,103.87
TEST_04642,146.77
TEST_04643,19.37
TEST_04644,19.5
TEST_04645,42.38
TEST_04646,20.67
TEST_04647,19.37
TEST_04648,84.37
TEST_04649,24.05
TEST_04650,33.8
TEST_04651,29.51
TEST_04652,38.87
TEST_04653,68.77
TEST_04654,83.07
TEST_04655,149.24
TEST_04656,29.25
TEST_04657,31.07
TEST_04658,78.0
TEST_04659,4.16
TEST_04660,73.97
TEST_04661,23.11
TEST_04662,50.7
TEST_04663,37.57
TEST_04664,116.87
TEST_04665,59.41
TEST_04666,68.9
TEST_04667,63.18
TEST_04668,51.87
TEST_04669,36.92
TEST_04670,45.5
TEST_04671,17.42
TEST_04672,44.2
TEST_04673,49.27
TEST_04674,28.54
TEST_04675,129.87
TEST_04676,28.47
TEST_04677,116.87
TEST_04678,42.89
TEST_04679,83.19
TEST_04680,81.77
TEST_04681,24.57
TEST_04682,11.57
TEST_04683,23.4
TEST_04684,17.16
TEST_04685,20.41
TEST_04686,80.21
TEST_04687,47.45
TEST_04688,136.37
TEST_04689,34.97
TEST_04690,149.37
TEST_04691,12.35
TEST_04692,37.57
TEST_04693,22.75
TEST_04694,49.27
TEST_04695,85.8
TEST_04696,99.45
TEST_04697,19.37
TEST_04698,68.9
TEST_04699,75.14
TEST_04700,15.6
TEST_04701,3.9
TEST_04702,129.74
TEST_04703,38.87
TEST_04704,11.57
TEST_04705,80.6
TEST_04706,77.87
TEST_04707,13.0
TEST_04708,46.67
TEST_04709,90.74
