,Price
6001,7.54
6002,36.4
6003,75.27
6004,88.27
6005,43.94
6006,66.82
6007,32.37
6008,59.67
6009,44.07
6010,60.97
6011,32.5
6012,21.32
6013,73.97
6014,51.61
6015,31.85
6016,32.37
6017,36.14
6018,48.1
6019,27.95
6020,24.7
6021,19.37
6022,40.95
6024,156.0
6025,22.49
6026,52.65
6027,20.67
6028,94.77
6029,38.87
6030,19.89
6031,23.27
6032,58.5
6033,74.75
6034,149.5
6035,54.6
6036,128.7
6037,21.97
6038,64.87
6039,62.27
6040,24.31
6041,25.87
6042,31.2
6043,10.25
6044,82.55
6045,51.87
6046,142.87
6047,39.0
6048,65.0
6049,84.5
6050,110.37
6051,106.6
6052,19.5
6053,25.87
6054,86.97
6055,116.87
6056,29.84
6057,57.07
6058,25.87
6059,24.05
6060,33.15
6061,30.55
6062,25.87
6063,43.94
6064,124.8
6065,94.77
6066,65.0
6067,14.04
6068,94.25
6069,61.1
6070,27.3
6071,68.77
6072,14.17
6073,68.9
6074,58.49
6075,15.47
6076,58.24
6077,17.16
6078,21.71
6079,48.1
6080,112.45
6081,69.94
6082,68.64
6083,6.37
6084,135.07
6085,33.67
6086,11.63
6087,29.25
6088,97.37
6089,21.97
6090,24.05
6091,22.62
6092,91.65
6093,44.07
6094,51.87
6095,71.49
6096,17.16
6097,29.25
6098,23.27
6099,47.97
6100,57.85
6101,15.47
6102,71.37
6103,5.72
6104,99.97
6105,51.87
6106,18.07
6107,44.07
6108,94.51
6109,70.85
6110,36.27
6111,21.71
6112,120.9
6113,103.87
6114,34.58
6115,31.98
6116,115.57
6117,21.97
6118,88.27
6119,130.0
6120,90.87
6121,42.25
6122,29.64
6123,38.35
6124,22.1
6125,37.57
6126,39.0
6127,98.67
6128,81.25
6129,71.95
6130,41.6
6131,29.77
6132,91.0
6133,20.67
6134,33.67
6135,9.55
6136,29.25
6137,18.07
6138,34.97
6139,24.05
6140,53.82
6141,21.97
6142,68.25
6143,25.35
6144,71.37
6145,31.98
6146,85.67
6147,86.97
6148,23.4
6149,29.77
6150,9.1
6151,33.67
6152,20.28
6153,50.7
6154,52.0
6155,45.37
6156,63.05
6157,99.45
6158,6.96
6159,32.24
6160,19.37
6161,29.9
6162,11.57
6163,111.67
6164,66.3
6165,40.95
6166,43.29
6167,34.45
6168,25.87
6169,101.14
6170,31.98
6171,33.67
6172,5.85
6173,29.77
6174,29.9
6175,100.1
6176,123.37
6177,40.95
6178,123.49
6179,37.31
6180,123.37
6181,46.54
6182,4.94
6183,76.57
6184,50.7
6185,64.87
6186,44.85
6187,46.67
6188,57.07
6189,24.44
6190,142.87
6191,45.37
6192,29.77
6193,36.4
6195,11.57
6197,14.3
6198,26.65
6199,30.81
6200,9.75
6201,38.87
6202,63.57
6203,38.99
6204,33.67
6205,90.87
6206,127.4
6207,18.2
6209,150.67
6210,10.27
6211,111.15
6212,58.37
6213,24.57
6214,8.84
6215,28.34
6216,16.77
6217,84.37
6218,67.21
6219,129.87
6220,127.27
6221,97.37
6222,71.37
6223,68.77
6224,64.87
6225,86.45
6226,52.0
6227,63.7
6228,68.77
6229,50.57
6230,22.1
6231,30.94
6232,133.77
6233,23.66
6234,71.37
6235,44.85
6236,25.87
6237,2.86
6238,45.37
6239,80.6
6240,8.45
6241,44.85
6242,18.85
6243,55.25
6244,14.95
6245,9.74
6246,12.87
6247,21.45
6248,44.07
6249,19.37
6250,19.37
6251,76.44
6252,83.07
6253,74.1
6254,130.0
6255,71.37
6256,27.04
6257,84.75
6258,41.6
6259,47.45
6260,46.54
6261,19.5
6263,16.77
6264,13.0
6265,73.97
6266,129.87
6267,23.27
6268,40.17
6269,5.07
6270,79.23
6271,101.33
6272,54.6
6273,8.97
6274,149.5
6275,28.47
6276,88.4
6277,11.05
6278,103.87
6279,60.97
6280,72.67
6281,40.95
6282,55.77
6283,92.17
6284,63.57
6285,31.07
6286,37.44
6287,15.08
6288,43.68
6289,42.77
6290,14.95
6291,28.47
6292,34.19
6293,16.51
6294,37.18
6295,55.25
6297,25.35
6298,22.75
6299,32.37
6300,97.37
6301,57.2
6302,44.07
6303,27.17
6304,31.07
6305,36.01
6306,24.7
6307,81.77
6308,19.37
6310,16.25
6311,34.45
6312,28.47
6313,47.97
6314,116.87
6315,42.64
6316,75.4
6317,11.57
6318,113.1
6319,51.87
6320,42.51
6321,16.64
6322,132.41
6323,19.37
6324,24.57
6325,15.47
6326,13.65
6327,114.27
6328,120.9
6329,86.97
6330,29.25
6331,59.15
6332,35.62
6333,21.97
6334,27.17
6335,87.1
6336,62.27
6337,20.8
6338,3.31
6339,29.25
6340,59.79
6341,93.99
6342,12.87
6343,21.45
6344,67.99
6345,34.97
6346,36.92
6347,31.07
6348,68.77
6349,18.59
6350,48.75
6351,44.07
6352,34.97
6353,42.77
6354,57.2
6355,12.87
6356,41.34
6357,25.87
6358,11.57
6359,90.87
6360,47.97
6361,71.5
6362,73.97
6363,60.45
6364,59.67
6365,19.37
6366,6.37
6367,128.44
6368,44.07
6369,30.55
6370,128.57
6371,72.8
6372,30.55
6373,13.0
6374,42.9
6375,27.95
6376,25.35
6377,21.84
6378,24.57
6379,24.05
6380,35.1
6381,45.37
6382,77.87
6383,47.97
6384,62.27
6385,68.76
6386,51.87
6387,62.4
6388,67.47
6389,53.17
6390,25.87
6391,68.64
6392,92.17
6393,55.25
6394,47.71
6395,88.27
6396,92.95
6397,23.27
6398,19.37
6399,51.87
6400,38.87
6401,23.01
6402,136.5
6403,10.27
6404,50.57
6405,38.87
6407,18.07
6408,7.54
6409,46.67
6411,32.49
6413,9.75
6415,46.15
6416,49.27
6417,21.58
6418,146.77
6419,40.17
6420,90.87
6421,63.57
6422,8.97
6423,45.5
6424,18.07
6425,88.27
6426,4.49
6427,51.87
6428,9.75
6429,23.27
6430,84.37
6431,117.0
6432,150.67
6433,32.5
6434,91.0
6435,33.67
6436,51.87
6437,34.97
6438,38.87
6439,94.77
6440,14.17
6441,25.87
6442,90.87
6443,8.97
6444,97.37
6445,60.58
6446,6.37
6447,58.5
6448,41.6
6449,97.49
6450,44.85
6451,109.85
6452,76.57
6453,48.75
6454,31.07
6455,9.1
6456,32.37
6457,115.7
6458,17.55
6459,98.54
6460,44.2
6461,38.87
6462,53.3
6463,41.47
6464,12.87
6465,77.87
6466,22.62
6467,20.67
6468,58.37
6469,68.9
6470,90.87
6471,102.7
6472,67.47
6473,33.67
6474,49.92
6475,38.87
6476,52.0
6477,22.75
6478,51.87
6479,14.3
6480,71.5
6481,32.37
6482,62.27
6483,45.37
6484,130.7
6485,63.7
6486,43.55
6487,29.77
6488,45.5
6489,8.84
6490,85.67
6491,13.65
6493,83.78
6494,19.37
6495,30.55
6496,40.17
6497,50.7
6498,62.4
6499,55.77
6500,12.87
6501,37.57
6502,65.0
6503,51.87
6504,14.17
6505,106.08
6506,44.07
6507,90.87
6508,62.4
6509,26.0
6510,21.97
6511,149.5
6512,6.63
6514,41.47
6515,41.47
6516,20.15
6517,28.02
6518,61.1
6519,24.04
6520,64.74
6521,60.45
6522,62.4
6523,137.67
6524,96.85
6526,11.12
6527,11.05
6528,20.15
6529,72.8
6530,36.27
6531,86.97
6532,22.49
6533,24.05
6534,3.9
6535,21.97
6536,11.44
6537,6.43
6538,42.32
6539,67.6
6540,14.3
6541,26.0
6542,149.37
6543,67.6
6544,14.17
6545,40.17
6546,63.7
6547,21.97
6548,7.67
6549,68.76
6550,37.31
6551,55.25
6552,33.67
6553,24.57
6554,90.35
6555,37.05
6556,41.47
6557,16.77
6558,37.57
6559,12.09
6560,78.0
6561,18.98
6562,18.85
6563,34.45
6564,13.0
6565,58.5
6566,85.8
6567,41.47
6568,47.32
6569,26.65
6570,77.87
6571,70.46
6572,129.87
6573,46.28
6574,35.1
6575,21.97
6576,22.75
6577,84.37
6578,14.3
6579,32.11
6580,11.05
6581,77.87
6582,107.77
6583,39.0
6584,20.67
6585,85.67
6586,123.37
6587,16.9
6588,120.89
6589,24.57
6590,84.37
6591,37.57
6592,53.16
6593,42.9
6594,142.87
6595,19.37
6596,142.87
6597,64.87
6598,12.87
6599,8.84
6600,31.07
6601,19.37
6602,141.7
6603,18.72
6604,64.87
6605,21.84
6606,94.77
6607,71.37
6608,124.8
6609,80.47
6610,131.3
6611,25.93
6612,25.35
6613,130.0
6614,12.35
6615,18.85
6616,38.87
6617,17.29
6618,61.75
6619,62.27
6620,37.57
6621,77.87
6622,100.1
6623,16.77
6624,77.74
6625,27.95
6626,38.35
6627,10.4
6628,48.62
6629,51.87
6630,97.5
6631,142.87
6632,79.04
6633,45.37
6634,154.7
6635,71.37
6636,8.97
6637,58.37
6638,38.35
6639,23.4
6640,11.57
6641,39.0
6642,46.67
6643,70.19
6644,23.27
6645,4.81
6646,107.9
6647,6.5
6648,25.35
6649,149.37
6650,70.07
6651,34.97
6652,90.87
6653,25.61
6654,88.27
6655,38.87
6656,46.67
6657,19.37
6658,106.47
6659,143.0
6660,76.7
6661,24.57
6662,20.63
6663,18.85
6664,23.92
6665,155.87
6666,38.87
6667,143.0
6668,123.5
6669,29.25
6671,83.85
6672,24.57
6673,64.87
6674,45.5
6675,25.87
6676,40.95
6677,34.97
6678,39.0
6679,39.0
6680,97.37
6681,38.61
6682,13.0
6683,97.5
6684,36.27
6685,24.7
6686,7.8
6687,86.97
6688,46.67
6689,116.99
6690,38.87
6691,62.27
6692,120.77
6693,52.0
6694,31.07
6695,62.27
6696,72.67
6697,71.37
6698,46.54
6699,57.07
6700,16.51
6701,23.4
6702,129.87
6703,33.8
6704,64.87
6705,73.45
6706,59.67
6707,59.15
6708,34.32
6709,50.57
6710,59.54
6711,16.25
6712,23.27
6713,41.47
6714,11.57
6715,24.57
6716,28.47
6717,106.6
6718,44.07
6719,89.57
6720,32.37
6722,59.67
6723,34.45
6724,44.07
6725,40.04
6726,60.97
6727,71.37
6728,87.07
6729,27.17
6730,122.2
6731,128.57
6732,37.7
6733,75.27
6734,28.21
6735,31.2
6736,23.27
6737,14.95
6738,81.77
6739,18.07
6740,27.3
6741,48.1
6742,102.57
6743,53.17
6744,51.87
6745,72.8
6746,66.17
6747,107.77
6748,30.55
6749,85.15
6750,84.37
6751,97.24
6752,48.62
6753,25.87
6754,63.57
6755,29.25
6756,49.27
6757,12.87
6758,37.44
6759,44.07
6760,90.87
6761,49.27
6762,32.37
6763,96.2
6764,84.5
6765,72.8
6766,27.18
6767,11.96
6768,88.27
6769,71.37
6770,23.01
6771,29.9
6772,27.17
6774,41.6
6775,47.45
6776,37.57
6777,20.41
6778,97.5
6779,38.87
6780,76.44
6781,62.4
6782,31.07
6783,38.87
6784,59.8
6785,71.37
6786,10.79
6787,29.77
6788,60.84
6789,16.77
6790,40.17
6791,29.77
6792,19.5
6793,141.7
6794,71.37
6795,32.37
6796,46.67
6797,25.87
6798,103.87
6799,103.74
6800,83.2
6801,25.35
6802,30.42
6803,32.37
6804,42.89
6805,42.77
6806,50.57
6807,72.15
6808,27.17
6809,21.97
6810,46.41
6811,67.47
6812,24.05
6813,98.15
6814,156.0
6815,7.41
6816,33.67
6817,23.27
6818,20.67
6819,12.87
6820,22.1
6821,55.77
6822,34.84
6823,98.54
6824,110.76
6825,29.89
6826,54.6
6827,129.87
6828,5.33
6829,25.87
6830,46.02
6831,54.47
6832,50.7
6833,28.47
6834,22.75
6835,31.2
6836,31.2
6837,29.9
6838,107.77
6840,4.16
6841,51.35
6842,5.39
6843,16.51
6844,12.87
6845,36.4
6846,85.67
6847,54.6
6848,10.79
6849,14.17
6850,28.47
6851,19.37
6852,149.5
6853,12.74
6854,36.27
6855,20.67
6856,17.42
6857,71.5
6858,34.97
6859,77.87
6860,20.02
6861,34.97
6862,110.37
6863,15.21
6864,50.57
6865,28.73
6866,86.97
6867,131.17
6868,75.27
6869,7.01
6870,50.57
6871,36.27
6872,60.45
6873,46.67
6874,109.85
6875,17.55
6876,32.76
6877,51.87
6878,98.67
6879,63.57
6880,12.87
6881,141.7
6882,31.85
6883,31.07
6884,24.57
6885,23.27
6886,60.97
6888,99.94
6889,23.4
6890,73.32
6891,62.4
6892,123.5
6893,20.61
6894,90.74
6895,33.67
6896,16.77
6897,23.14
6898,63.57
6899,28.47
6900,45.5
6901,73.45
6902,102.57
6903,155.35
6904,15.47
6905,47.45
6906,88.4
6907,8.06
6908,90.87
6909,32.5
6910,24.57
6911,110.37
6913,90.35
6914,94.77
6915,58.37
6916,27.95
6917,25.87
6918,11.57
6919,120.77
6920,41.47
6921,31.85
6922,76.31
6923,19.37
6924,10.4
6925,47.97
6926,27.17
6927,25.87
6928,82.55
6929,50.31
6930,14.17
6931,20.15
6932,71.24
6933,85.8
6934,5.46
6935,20.15
6936,32.37
6937,19.37
6938,31.85
6939,3.31
6940,41.47
6941,36.4
6942,15.6
6943,9.1
6944,23.27
6945,50.57
6946,25.87
6947,31.07
6948,18.2
6949,136.49
6950,24.57
6951,24.57
6952,19.5
6953,60.71
6954,53.95
6956,50.57
6957,24.57
6958,51.48
6959,116.87
6960,27.17
6961,41.89
6962,68.9
6963,38.87
6964,20.8
6965,32.37
6966,37.69
6967,110.37
6968,88.66
6969,31.2
6970,29.25
6971,40.95
6972,27.17
6973,139.1
6974,96.07
6975,38.35
6976,18.59
6977,59.15
6978,31.07
6979,72.67
6980,19.37
6981,62.4
6982,57.85
6983,32.37
6984,21.97
6985,23.14
6986,75.4
6987,28.47
6988,18.07
6989,52.0
6990,67.47
6991,28.6
6992,49.27
6993,10.27
6994,44.85
6995,42.25
6996,39.0
6997,58.11
6998,21.97
7000,19.24
7001,33.8
7002,25.87
7003,75.27
7004,63.05
7005,32.37
7006,14.95
7007,30.94
7008,20.15
7009,20.67
7010,9.49
7011,48.49
7012,50.57
7013,73.97
7014,105.3
7015,8.45
7016,35.75
7018,20.73
7019,28.34
7020,25.35
7021,117.65
7022,27.17
7023,37.57
7024,23.4
7025,117.0
7026,18.07
7027,37.57
7028,28.6
7029,142.87
7030,42.9
7031,68.25
7032,32.37
7033,52.0
7034,24.57
7035,20.67
7036,58.37
7037,43.81
7038,57.85
7039,10.4
7040,103.87
7041,45.37
7042,35.88
7043,9.04
7044,12.87
7045,148.87
7046,63.57
7047,11.57
7048,45.37
7049,24.18
7050,60.97
7051,26.0
7052,2.59
7053,64.35
7054,7.79
7055,76.57
7056,25.87
7057,73.97
7058,107.77
7059,58.37
7060,51.48
7061,94.12
7062,16.77
7063,77.35
7064,24.57
7065,46.67
7066,25.87
7067,96.07
7068,95.55
7069,19.49
7070,54.47
7071,18.07
7072,140.27
7073,14.3
7074,37.57
7075,73.97
7076,131.17
7077,53.95
7078,15.47
7079,40.3
7080,83.2
7081,26.65
7082,40.95
7083,106.47
7084,36.27
7085,24.05
7086,23.27
7087,11.7
7088,18.85
7089,39.65
7090,16.77
7091,27.3
7092,64.87
7093,19.37
7094,7.8
7095,21.97
7096,15.47
7097,37.57
7098,40.17
7099,28.47
7100,27.17
7101,76.44
7102,62.27
7103,11.57
7104,45.37
7105,11.83
7106,31.07
7107,33.67
7108,21.71
7109,24.18
7110,21.45
7111,19.89
7112,20.02
7113,43.94
7114,37.44
7115,17.55
7116,140.4
7117,20.67
7118,19.24
7119,15.47
7120,87.09
7121,33.67
7122,14.17
7123,47.97
7124,29.12
7125,111.67
7126,103.87
7127,26.0
7128,77.35
7129,20.67
7130,16.77
7131,23.79
7132,12.87
7133,64.87
7134,28.47
7135,124.67
7136,45.89
7137,19.37
7138,62.27
7139,85.67
7140,56.55
7141,60.97
7142,50.05
7143,89.05
7144,38.87
7145,90.87
7146,64.87
7147,77.87
7148,87.1
7149,90.87
7150,28.47
7151,23.92
7152,29.51
7153,51.87
7154,96.07
7155,92.3
7156,136.5
7157,5.59
7158,46.8
7159,15.34
7160,98.67
7161,22.88
7162,26.0
7163,32.37
7164,14.95
7165,10.27
7166,19.37
7167,110.37
7168,153.39
7169,97.37
7170,32.5
7171,38.99
7172,118.17
7173,12.87
7174,21.97
7175,84.5
7176,37.57
7177,124.67
7178,136.37
7179,24.57
7180,45.37
7181,24.44
7182,33.15
7183,29.64
7184,28.47
7185,96.85
7186,50.57
7187,21.45
7188,7.15
7189,51.74
7190,58.37
7191,7.41
7192,156.0
7193,76.05
7194,22.75
7195,30.55
7196,57.07
7197,25.87
7198,59.15
7199,21.97
7200,13.0
7201,49.4
7202,36.27
7203,28.47
7204,25.87
7205,25.87
7206,38.35
7207,96.07
7208,22.1
7209,25.99
7210,27.17
7211,85.67
7212,89.57
7214,47.45
7215,93.47
7216,116.87
7217,72.67
7218,33.67
7219,80.47
7220,31.85
7221,27.95
7222,13.91
7223,32.5
7224,42.77
7225,41.47
7226,153.27
7227,23.14
7228,47.97
7229,153.4
7230,8.32
7231,11.57
7232,15.47
7233,24.57
7234,12.54
7235,29.77
7236,58.37
7237,58.37
7238,119.6
7239,65.0
7240,30.81
7241,123.24
7242,33.67
7243,33.67
7244,67.6
7245,60.97
7246,23.27
7247,55.77
7248,67.47
7249,42.77
7250,46.67
7251,10.14
7252,31.07
7253,77.74
7254,33.67
7255,25.87
7256,25.87
7257,97.37
7258,36.4
7259,13.13
7260,76.05
7261,47.97
7262,22.88
7263,73.45
7264,33.67
7265,94.77
7266,21.97
7267,57.07
7268,16.25
7269,24.05
7270,19.37
7271,18.14
7272,18.07
7274,33.8
7275,44.07
7276,21.32
7277,58.49
7278,24.31
7279,20.8
7280,68.77
7281,70.07
7282,47.97
7283,31.98
7284,55.77
7285,42.77
7286,23.27
7287,12.87
7288,29.77
7289,51.48
7290,37.05
7291,77.74
7292,102.57
7293,50.57
7294,34.19
7295,109.07
7296,50.57
7297,34.84
7298,10.21
7299,27.3
7300,76.7
7301,38.87
7302,122.07
7303,83.07
7304,34.97
7305,116.87
7306,59.67
7307,12.87
7308,25.87
7309,83.07
7310,24.18
7311,156.0
7312,102.7
7313,14.17
7314,64.87
7315,116.87
7316,57.08
7317,98.67
7318,34.45
7319,106.47
7320,95.55
7321,66.17
7322,24.57
7323,15.34
7324,32.5
7325,81.25
7326,135.07
7327,63.57
7328,119.6
7329,85.15
7330,23.27
7331,24.7
7332,41.47
7333,16.77
7334,10.27
7335,25.35
7336,34.97
7337,25.87
7338,26.0
7339,63.57
7340,88.01
7341,26.65
7342,42.77
7343,15.08
7344,115.44
7345,102.7
7346,26.0
7347,27.95
7348,81.77
7349,46.67
7350,11.57
7351,81.77
7352,58.24
7353,23.27
7354,47.67
7355,42.77
7356,24.96
7358,23.27
7359,14.82
7360,31.98
7361,41.6
7362,44.07
7364,44.07
7365,41.57
7366,42.77
7367,14.3
7368,44.07
7369,80.21
7370,59.67
7371,45.5
7372,110.37
7373,59.8
7374,16.64
7375,33.54
7376,9.04
7377,5.07
7378,116.35
7379,42.77
7380,37.67
7381,25.35
7382,31.07
7383,46.8
7384,39.0
7385,53.95
7386,51.87
7387,59.41
7388,18.07
7389,129.87
7390,31.2
7391,20.15
7392,7.15
7393,13.0
7394,132.47
7395,12.74
7396,64.87
7397,38.87
7398,47.97
7399,25.87
7400,90.96
7401,81.25
7402,11.57
7403,24.31
7404,57.07
7405,129.99
7406,7.15
7407,60.97
7408,18.85
7409,77.87
7411,64.87
7412,128.57
7413,36.27
7414,28.47
7415,89.57
7416,32.5
7417,19.24
7418,25.87
7420,33.67
7421,23.27
7422,32.24
7423,31.2
7424,62.4
7425,84.37
7426,51.87
7428,12.35
7429,41.6
7430,25.87
7431,80.75
7432,62.4
7433,57.07
7434,90.87
7435,100.1
7436,44.07
7437,31.07
7438,49.27
7439,60.97
7440,90.99
7441,11.96
7442,32.37
7443,5.59
7444,93.6
7445,37.44
7446,42.77
7447,48.88
7448,22.75
7449,75.27
7450,77.87
7451,42.9
7452,46.67
7453,56.55
7454,10.79
7455,32.37
7456,32.37
7457,90.87
7458,31.07
7459,46.54
7460,71.37
7461,28.47
7462,29.9
7463,103.87
7464,47.97
7465,55.97
7466,80.47
7467,90.87
7468,140.27
7469,44.07
7470,37.7
7471,41.27
7472,89.05
7474,27.17
7475,13.0
7476,44.07
7477,19.5
7478,43.55
7479,89.57
7480,68.77
7481,10.39
7482,66.17
7483,90.61
7484,94.25
7485,32.5
7486,21.97
7487,31.85
7488,18.2
7489,70.07
7490,52.0
7491,103.94
7492,36.4
7493,56.94
7494,50.57
7495,16.57
7496,127.4
7497,79.17
7498,13.39
7500,12.87
7501,11.44
7502,50.96
7503,129.87
7504,44.07
7505,33.15
7506,42.77
7507,129.87
7508,31.07
7509,47.45
7510,69.81
7511,70.85
7512,19.37
7513,123.37
7514,31.07
7515,18.85
7516,71.37
7517,76.57
7518,58.5
7519,10.4
7520,71.5
7521,20.67
7522,36.14
7523,18.07
7524,14.17
7525,11.57
7526,17.16
7527,85.61
7528,81.64
7529,110.5
7532,112.97
7533,32.37
7534,45.44
7535,55.25
7536,59.67
7537,63.05
7538,26.0
7539,28.21
7540,37.31
7541,81.77
7543,34.45
7544,19.37
7545,155.87
7546,127.27
7547,116.87
7548,61.75
7549,32.37
7550,33.67
7551,124.67
7553,37.57
7554,59.15
7555,30.55
7556,33.28
7557,34.45
7558,49.34
7559,103.87
7560,75.27
7561,40.95
7562,16.77
7563,60.97
7564,56.94
7566,43.94
7567,18.85
7568,20.67
7569,30.94
7570,44.07
7571,17.42
7572,132.47
7573,60.84
7574,39.0
7575,34.45
7576,62.4
7577,83.07
7578,53.82
7579,81.77
7580,7.15
7581,18.07
7582,97.37
7583,28.59
7585,84.5
7586,133.9
7587,78.0
7588,55.77
7589,19.37
7590,55.77
7591,34.84
7592,26.26
7593,44.19
7594,13.65
7595,74.1
7596,9.23
7597,71.37
7598,37.7
7599,88.27
7600,25.87
7601,17.55
7602,7.02
7603,88.27
7604,90.87
7605,37.7
7606,18.78
7607,142.87
7608,113.1
7609,19.5
7610,17.55
7611,35.88
7612,29.84
7613,71.37
7614,14.23
7615,59.67
7616,18.85
7617,87.62
7618,83.07
7619,58.5
7620,76.7
7621,5.07
7622,39.0
7623,96.07
7624,63.57
7625,96.85
7626,105.82
7627,43.55
7628,14.95
7629,28.47
7630,31.85
7631,32.37
7632,51.94
7633,49.4
7634,61.75
7635,10.4
7636,18.2
7637,37.57
7638,20.67
7639,23.4
7640,90.87
7641,84.37
7642,64.87
7643,15.47
7644,22.75
7645,14.69
7646,14.3
7647,34.97
7648,30.81
7649,45.37
7650,126.1
7651,10.4
7652,40.3
7653,16.77
7654,119.47
7655,16.51
7656,24.7
7657,42.32
7658,18.19
7659,7.67
7660,10.27
7661,16.51
7662,11.05
7663,50.7
7664,96.07
7665,10.27
7666,2.6
7667,91.0
7668,13.0
7669,97.37
7670,18.85
7671,9.49
7672,14.29
7673,34.97
7674,13.65
7675,14.17
7676,40.17
7677,45.37
7678,137.67
7679,25.87
7680,56.81
7681,93.6
7682,32.24
7683,42.64
7684,24.57
7685,26.0
7686,68.77
7687,33.8
7688,19.37
7689,37.05
7690,49.27
7691,29.9
7692,38.87
7693,84.5
7694,46.67
7695,101.4
7696,16.77
7697,51.87
7698,21.97
7699,47.45
7700,25.09
7701,11.57
7702,14.3
7703,63.7
7704,34.44
7705,58.37
7706,48.1
7707,97.38
7708,123.11
7709,7.8
7710,129.87
7711,70.07
7712,64.87
7713,33.8
7714,36.27
7715,10.14
7716,9.49
7717,93.47
7718,51.17
7719,41.6
7720,22.36
7721,31.07
7722,34.97
7723,85.67
7724,70.85
7725,20.8
7726,46.67
7727,87.1
7728,18.07
7729,25.87
7730,29.9
7731,67.6
7732,11.57
7734,9.75
7735,25.87
7736,36.27
7737,18.07
7738,5.07
7739,63.57
7740,7.41
7741,11.57
7742,57.2
7743,6.37
7744,74.75
7745,16.18
7746,64.87
7747,11.31
7748,51.87
7749,71.5
7750,32.24
7751,21.97
7752,51.87
7753,18.85
7754,124.67
7755,27.17
7756,59.67
7757,95.94
7758,16.77
7759,130.0
7760,36.27
7761,7.67
7762,47.97
7763,24.44
7764,71.5
7765,46.67
7766,62.27
7767,64.61
7769,15.47
7770,30.91
7771,41.47
7772,90.87
7773,19.37
7775,27.3
7776,24.18
7777,19.37
7778,24.7
7779,46.67
7780,28.47
7781,9.1
7782,50.7
7783,14.04
7784,47.97
7785,77.87
7786,84.37
7787,19.5
7788,7.8
7789,142.22
7790,64.87
7791,18.2
7792,90.87
7793,115.05
7794,55.77
7795,36.27
7796,22.75
7797,103.87
7798,45.37
7799,109.07
7800,51.87
7801,51.87
7802,52.0
7803,122.07
7804,26.91
7805,15.28
7806,24.57
7807,93.47
7808,47.45
7809,13.0
7810,64.81
7811,71.37
7812,50.57
7813,72.67
7814,81.9
7815,135.85
7816,13.65
7817,82.55
7818,26.65
7819,28.6
7820,57.85
7821,16.89
7822,20.15
7823,29.64
7824,30.68
7825,114.27
7826,54.47
7827,133.9
7829,16.77
7830,62.27
7831,73.97
7832,78.0
7833,33.67
7834,16.77
7835,36.39
7836,90.35
7837,128.57
7838,84.5
7839,37.57
7840,23.27
7841,103.87
7842,25.87
7843,37.57
7844,17.81
7845,44.07
7846,28.47
7847,58.5
7848,80.6
7849,58.89
7850,15.47
7851,37.05
7852,12.87
7853,106.47
7854,15.47
7855,33.67
7856,15.6
7857,38.22
7858,86.97
7859,14.04
7860,15.86
7861,80.47
7862,15.6
7863,37.7
7864,51.87
7865,77.87
7866,141.57
7867,94.77
7868,48.75
7869,140.4
7870,152.75
7871,101.11
7872,41.47
7873,8.97
7874,18.07
7875,12.35
7876,72.67
7877,37.57
7878,45.24
7879,11.57
7880,85.8
7881,24.05
7882,87.75
7883,17.55
7884,46.67
7885,67.47
7886,73.97
7887,45.37
7888,58.37
7889,40.17
7890,70.07
7891,38.86
7892,9.75
7893,110.37
7894,32.5
7895,38.61
7896,56.42
7897,68.64
7898,54.47
7899,36.27
7900,39.65
7901,53.95
7902,34.97
7903,71.37
7904,21.97
7905,42.77
7906,58.37
7907,98.67
7908,12.87
7909,14.82
7910,10.34
7911,49.4
7912,59.67
7913,8.58
7914,73.84
7915,15.47
7916,34.97
7917,22.1
7918,51.35
7919,19.5
7920,156.0
7921,25.87
7923,40.17
7924,37.57
7925,35.75
7926,16.51
7927,22.75
7928,7.15
7929,75.27
7930,72.67
7931,14.95
7932,79.95
7933,55.77
7934,97.5
7935,10.27
7936,56.94
7937,51.87
7938,19.37
7940,36.27
7941,34.97
7942,105.17
7943,97.5
7944,20.8
7945,10.27
7946,77.87
7947,18.07
7948,144.17
7949,32.37
7950,120.9
7951,45.37
7952,118.3
7953,55.77
7954,12.09
7955,60.8
7956,31.85
7957,14.17
7958,35.75
7959,12.35
7960,89.57
7961,41.47
7962,18.07
7963,36.14
7964,14.95
7965,112.45
7966,112.97
7967,57.2
7968,78.0
7969,78.0
7970,38.87
7971,14.17
7972,96.07
7973,33.8
7974,18.07
7975,87.75
7976,36.4
7977,26.0
7978,44.07
7979,18.85
7980,77.87
7981,31.14
7982,79.95
7983,86.97
7984,101.11
7985,20.8
7986,77.87
7987,142.81
7988,24.57
7989,151.91
7990,24.44
7991,57.07
7992,16.77
7993,93.6
7994,84.37
7995,15.49
7996,26.0
7997,19.37
7998,21.97
7999,5.07
8000,90.87
8001,37.05
8002,25.87
8003,20.28
8004,36.27
8005,18.85
8006,75.27
8007,40.17
8008,102.44
8009,47.19
8010,45.37
8011,60.45
8012,18.07
8013,14.89
8015,126.32
8016,65.0
8017,34.97
8018,118.17
8019,40.95
8020,59.67
8021,30.55
8022,89.57
8023,49.27
8024,21.84
8025,15.34
8026,32.37
8027,58.37
8028,71.5
8029,28.47
8030,16.77
8031,22.75
8032,71.37
8033,83.19
8034,46.54
8035,40.17
8036,97.5
8037,27.29
8038,81.77
8039,12.34
8040,116.87
8041,110.37
8042,51.94
8043,24.57
8044,72.8
